ip,port,server
45.15.168.45,60697,''
45.15.168.45,32764,''
45.15.168.45,32761,''
45.15.168.45,32769,''
45.15.168.45,25950,''
45.15.168.45,20400,''
45.15.168.45,25952,''
45.15.168.45,20402,''
45.15.168.45,13246,''
45.15.168.45,20404,''
45.15.168.45,20403,''
45.15.168.45,16389,''
45.15.168.45,60710,''
45.15.168.45,60711,''
45.15.168.45,32775,''
45.15.168.45,60717,''
45.15.168.45,10795,''
45.15.168.45,41085,''
45.15.168.45,41087,''
45.15.168.45,25957,''
45.15.168.45,32782,''
45.15.168.45,41092,''
45.15.168.45,50384,''
45.15.168.45,41090,''
45.15.168.45,41091,''
45.15.168.45,50385,''
45.15.168.45,41097,''
45.15.168.45,50392,''
45.15.168.45,60741,''
45.15.168.45,41103,''
45.15.168.45,41106,''
45.15.168.45,10801,''
45.15.168.45,60746,''
45.15.168.45,41108,''
45.15.168.45,60762,''
45.15.168.45,60760,''
45.15.168.45,41118,''
45.15.168.45,50411,''
45.15.168.45,50413,''
45.15.168.45,20432,''
45.15.168.45,41124,''
45.15.168.45,41126,''
45.15.168.45,50419,''
45.15.168.45,20437,''
45.15.168.45,25992,''
45.15.168.45,60793,''
45.15.168.45,60794,''
45.15.168.45,16411,''
45.15.168.45,50429,''
45.15.168.45,41142,''
45.15.168.45,32821,''
45.15.168.45,41146,''
45.15.168.45,60800,''
45.15.168.45,50434,''
45.15.168.45,26000,''
45.15.168.45,41153,''
45.15.168.45,50442,''
45.15.168.45,60817,''
45.15.168.45,41155,''
45.15.168.45,60823,''
45.15.168.45,41162,''
45.15.168.45,26007,''
45.15.168.45,32837,''
45.15.168.45,32838,''
45.15.168.45,41166,''
45.15.168.45,60828,''
45.15.168.45,26008,''
45.15.168.45,50452,''
45.15.168.45,60835,''
45.15.168.45,50454,''
45.15.168.45,32842,''
45.15.168.45,32844,''
45.15.168.45,26011,''
45.15.168.45,60839,''
45.15.168.45,50458,''
45.15.168.45,26012,''
45.15.168.45,41172,''
45.15.168.45,26015,''
45.15.168.45,50464,''
45.15.168.45,32849,''
45.15.168.45,41181,''
45.15.168.45,10815,''
45.15.168.45,50470,''
45.15.168.45,50469,''
45.15.168.45,41189,''
45.15.168.45,60864,''
45.15.168.45,41191,''
45.15.168.45,50479,''
45.15.168.45,50481,''
45.15.168.45,16431,''
45.15.168.45,60872,''
45.15.168.45,41195,''
45.15.168.45,41201,''
45.15.168.45,32865,''
45.15.168.45,26031,''
45.15.168.45,20469,''
45.15.168.45,26033,''
45.15.168.45,26032,''
45.15.168.45,50500,''
45.15.168.45,41212,''
45.15.168.45,26039,''
45.15.168.45,50508,''
45.15.168.45,32881,''
45.15.168.45,50510,''
45.15.168.45,20474,''
45.15.168.45,41217,''
45.15.168.45,32883,''
45.15.168.45,41218,''
45.15.168.45,20477,''
45.15.168.45,41219,''
45.15.168.45,32888,''
45.15.168.45,41221,''
45.15.168.45,50517,''
45.15.168.45,50521,''
45.15.168.45,26045,''
45.15.168.45,50518,''
45.15.168.45,32890,''
45.15.168.45,13281,''
45.15.168.45,60906,''
45.15.168.45,41226,''
45.15.168.45,41230,''
45.15.168.45,32898,''
45.15.168.45,26051,''
45.15.168.45,41234,''
45.15.168.45,60922,''
45.15.168.45,41235,''
45.15.168.45,26055,''
45.15.168.45,50537,''
45.15.168.45,32905,''
45.15.168.45,41239,''
45.15.168.45,20488,''
45.15.168.45,60930,''
45.15.168.45,60931,''
45.15.168.45,20489,''
45.15.168.45,32906,''
45.15.168.45,41242,''
45.15.168.45,26058,''
45.15.168.45,26060,''
45.15.168.45,10829,''
45.15.168.45,60944,''
45.15.168.45,32914,''
45.15.168.45,26064,''
45.15.168.45,20498,''
45.15.168.45,50559,''
45.15.168.45,50560,''
45.15.168.45,41255,''
45.15.168.45,41258,''
45.15.168.45,50564,''
45.15.168.45,41259,''
45.15.168.45,41261,''
45.15.168.45,26073,''
45.15.168.45,50568,''
45.15.168.45,32929,''
45.15.168.45,32933,''
45.15.168.45,26076,''
45.15.168.45,16460,''
45.15.168.45,50574,''
45.15.168.45,10835,''
45.15.168.45,41267,''
45.15.168.45,41269,''
45.15.168.45,50579,''
45.15.168.45,32939,''
45.15.168.45,50582,''
45.15.168.45,13293,''
45.15.168.45,41275,''
45.15.168.45,26081,''
45.15.168.45,26083,''
45.15.168.45,41280,''
45.15.168.45,10837,''
45.15.168.45,50589,''
45.15.168.45,50590,''
45.15.168.45,41289,''
45.15.168.45,32951,''
45.15.168.45,32952,''
45.15.168.45,26091,''
45.15.168.45,26090,''
45.15.168.45,26092,''
45.15.168.45,32956,''
45.15.168.45,41291,''
45.15.168.45,41296,''
45.15.168.45,26093,''
45.15.168.45,61017,''
45.15.168.45,16471,''
45.15.168.45,32960,''
45.15.168.45,61018,''
45.15.168.45,20517,''
45.15.168.45,50605,''
45.15.168.45,50606,''
45.15.168.45,32963,''
45.15.168.45,32968,''
45.15.168.45,50612,''
45.15.168.45,50616,''
45.15.168.45,26107,''
45.15.168.45,26110,''
45.15.168.45,50625,''
45.15.168.45,32984,''
45.15.168.45,41323,''
45.15.168.45,41324,''
45.15.168.45,41327,''
45.15.168.45,41328,''
45.15.168.45,32991,''
45.15.168.45,61029,''
45.15.168.45,41329,''
45.15.168.45,61035,''
45.15.168.45,32996,''
45.15.168.45,32995,''
45.15.168.45,50653,''
45.15.168.45,61036,''
45.15.168.45,13318,''
45.15.168.45,50655,''
45.15.168.45,50659,''
45.15.168.45,50658,''
45.15.168.45,41341,''
45.15.168.45,13322,''
45.15.168.45,26131,''
45.15.168.45,50667,''
45.15.168.45,61053,''
45.15.168.45,26135,''
45.15.168.45,33007,''
45.15.168.45,33009,''
45.15.168.45,50673,''
45.15.168.45,20549,''
45.15.168.45,41349,''
45.15.168.45,50675,''
45.15.168.45,50677,''
45.15.168.45,41351,''
45.15.168.45,50680,''
45.15.168.45,26142,''
45.15.168.45,61065,''
45.15.168.45,41354,''
45.15.168.45,20552,''
45.15.168.45,50683,''
45.15.168.45,33020,''
45.15.168.45,8899,''
45.15.168.45,33022,''
45.15.168.45,41360,''
45.15.168.45,61079,''
45.15.168.45,50693,''
45.15.168.45,50694,''
45.15.168.45,26147,''
45.15.168.45,16507,''
45.15.168.45,16504,''
45.15.168.45,50697,''
45.15.168.45,26152,''
45.15.168.45,26156,''
45.15.168.45,61100,''
45.15.168.45,33035,''
45.15.168.45,61101,''
45.15.168.45,33038,''
45.15.168.45,41376,''
45.15.168.45,26158,''
45.15.168.45,41380,''
45.15.168.45,41377,''
45.15.168.45,33039,''
45.15.168.45,33041,''
45.15.168.45,41382,''
45.15.168.45,33040,''
45.15.168.45,33042,''
45.15.168.45,41384,''
45.15.168.45,50717,''
45.15.168.45,26163,''
45.15.168.45,33044,''
45.15.168.45,33045,''
45.15.168.45,41386,''
45.15.168.45,50719,''
45.15.168.45,20569,''
45.15.168.45,61118,''
45.15.168.45,33049,''
45.15.168.45,33050,''
45.15.168.45,26169,''
45.15.168.45,16522,''
45.15.168.45,41392,''
45.15.168.45,20571,''
45.15.168.45,50732,''
45.15.168.45,50731,''
45.15.168.45,50733,''
45.15.168.45,50734,''
45.15.168.45,61133,''
45.15.168.45,13340,''
45.15.168.45,61135,''
45.15.168.45,33059,''
45.15.168.45,61137,''
45.15.168.45,50741,''
45.15.168.45,41400,''
45.15.168.45,50742,''
45.15.168.45,41401,''
45.15.168.45,33062,''
45.15.168.45,61140,''
45.15.168.45,41404,''
45.15.168.45,50748,''
45.15.168.45,41406,''
45.15.168.45,50749,''
45.15.168.45,50751,''
45.15.168.45,50754,''
45.15.168.45,33065,''
45.15.168.45,61155,''
45.15.168.45,50759,''
45.15.168.45,33073,''
45.15.168.45,41416,''
45.15.168.45,50762,''
45.15.168.45,41415,''
45.15.168.45,33074,''
45.15.168.45,33078,''
45.15.168.45,50764,''
45.15.168.45,41422,''
45.15.168.45,33081,''
45.15.168.45,41423,''
45.15.168.45,50771,''
45.15.168.45,61175,''
45.15.168.45,20599,''
45.15.168.45,50775,''
45.15.168.45,50779,''
45.15.168.45,16546,''
45.15.168.45,50777,''
45.15.168.45,41434,''
45.15.168.45,50780,''
45.15.168.45,10882,''
45.15.168.45,41436,''
45.15.168.45,50781,''
45.15.168.45,16548,''
45.15.168.45,41439,''
45.15.168.45,61193,''
45.15.168.45,50790,''
45.15.168.45,26194,''
45.15.168.45,33096,''
45.15.168.45,33097,''
45.15.168.45,41445,''
45.15.168.45,61199,''
45.15.168.45,41447,''
45.15.168.45,41442,''
45.15.168.45,33102,''
45.15.168.45,20614,''
45.15.168.45,41455,''
45.15.168.45,41453,''
45.15.168.45,41454,''
45.15.168.45,20620,''
45.15.168.45,50805,''
45.15.168.45,50806,''
45.15.168.45,33115,''
45.15.168.45,61219,''
45.15.168.45,50809,''
45.15.168.45,50812,''
45.15.168.45,33121,''
45.15.168.45,61228,''
45.15.168.45,50817,''
45.15.168.45,50818,''
45.15.168.45,26214,''
45.15.168.45,50822,''
45.15.168.45,33124,''
45.15.168.45,41477,''
45.15.168.45,50825,''
45.15.168.45,33131,''
45.15.168.45,33133,''
45.15.168.45,41487,''
45.15.168.45,61248,''
45.15.168.45,50836,''
45.15.168.45,13366,''
45.15.168.45,16569,''
45.15.168.45,50838,''
45.15.168.45,20637,''
45.15.168.45,41492,''
45.15.168.45,33141,''
45.15.168.45,26231,''
45.15.168.45,50845,''
45.15.168.45,61262,''
45.15.168.45,33144,''
45.15.168.45,26236,''
45.15.168.45,41499,''
45.15.168.45,50850,''
45.15.168.45,61268,''
45.15.168.45,20644,''
45.15.168.45,26239,''
45.15.168.45,61272,''
45.15.168.45,61279,''
45.15.168.45,50863,''
45.15.168.45,33157,''
45.15.168.45,61282,''
45.15.168.45,41511,''
45.15.168.45,50866,''
45.15.168.45,41513,''
45.15.168.45,50864,''
45.15.168.45,41508,''
45.15.168.45,26247,''
45.15.168.45,61292,''
45.15.168.45,61291,''
45.15.168.45,41507,''
45.15.168.45,33158,''
45.15.168.45,50870,''
45.15.168.45,50877,''
45.15.168.45,50881,''
45.15.168.45,41528,''
45.15.168.45,50883,''
45.15.168.45,41529,''
45.15.168.45,16594,''
45.15.168.45,33168,''
45.15.168.45,61313,''
45.15.168.45,50886,''
45.15.168.45,61317,''
45.15.168.45,50892,''
45.15.168.45,50895,''
45.15.168.45,41540,''
45.15.168.45,50897,''
45.15.168.45,13382,''
45.15.168.45,41546,''
45.15.168.45,16605,''
45.15.168.45,61332,''
45.15.168.45,50901,''
45.15.168.45,26277,''
45.15.168.45,61337,''
45.15.168.45,61339,''
45.15.168.45,41560,''
45.15.168.45,20675,''
45.15.168.45,61345,''
45.15.168.45,16613,''
45.15.168.45,26284,''
45.15.168.45,26288,''
45.15.168.45,26286,''
45.15.168.45,41577,''
45.15.168.45,26294,''
45.15.168.45,41579,''
45.15.168.45,16623,''
45.15.168.45,26297,''
45.15.168.45,61364,''
45.15.168.45,41584,''
45.15.168.45,41588,''
45.15.168.45,13400,''
45.15.168.45,41590,''
45.15.168.45,41591,''
45.15.168.45,61376,''
45.15.168.45,41596,''
45.15.168.45,41595,''
45.15.168.45,26312,''
45.15.168.45,61381,''
45.15.168.45,26315,''
45.15.168.45,26322,''
45.15.168.45,41609,''
45.15.168.45,41612,''
45.15.168.45,26330,''
45.15.168.45,61395,''
45.15.168.45,41620,''
45.15.168.45,13410,''
45.15.168.45,61399,''
45.15.168.45,41621,''
45.15.168.45,16650,''
45.15.168.45,61404,''
45.15.168.45,41631,''
45.15.168.45,50905,''
45.15.168.45,41636,''
45.15.168.45,50906,''
45.15.168.45,13417,''
45.15.168.45,20732,''
45.15.168.45,61413,''
45.15.168.45,16659,''
45.15.168.45,41641,''
45.15.168.45,13419,''
45.15.168.45,41642,''
45.15.168.45,50912,''
45.15.168.45,33175,''
45.15.168.45,33174,''
45.15.168.45,33177,''
45.15.168.45,61419,''
45.15.168.45,50919,''
45.15.168.45,20736,''
45.15.168.45,33181,''
45.15.168.45,50923,''
45.15.168.45,26357,''
45.15.168.45,61424,''
45.15.168.45,41655,''
45.15.168.45,26359,''
45.15.168.45,50926,''
45.15.168.45,20737,''
45.15.168.45,33186,''
45.15.168.45,50927,''
45.15.168.45,26360,''
45.15.168.45,33188,''
45.15.168.45,41663,''
45.15.168.45,41665,''
45.15.168.45,26363,''
45.15.168.45,61434,''
45.15.168.45,50938,''
45.15.168.45,61445,''
45.15.168.45,41670,''
45.15.168.45,50940,''
45.15.168.45,61454,''
45.15.168.45,41672,''
45.15.168.45,20748,''
45.15.168.45,61452,''
45.15.168.45,26372,''
45.15.168.45,33201,''
45.15.168.45,50946,''
45.15.168.45,61459,''
45.15.168.45,33202,''
45.15.168.45,50950,''
45.15.168.45,33204,''
45.15.168.45,41680,''
45.15.168.45,20751,''
45.15.168.45,50953,''
45.15.168.45,33206,''
45.15.168.45,61468,''
45.15.168.45,26375,''
45.15.168.45,50955,''
45.15.168.45,50958,''
45.15.168.45,61471,''
45.15.168.45,50960,''
45.15.168.45,33212,''
45.15.168.45,50963,''
45.15.168.45,41693,''
45.15.168.45,41697,''
45.15.168.45,41702,''
45.15.168.45,20761,''
45.15.168.45,33224,''
45.15.168.45,61488,''
45.15.168.45,33225,''
45.15.168.45,41710,''
45.15.168.45,61493,''
45.15.168.45,61496,''
45.15.168.45,50984,''
45.15.168.45,41713,''
45.15.168.45,61500,''
45.15.168.45,33230,''
45.15.168.45,16692,''
45.15.168.45,50987,''
45.15.168.45,41720,''
45.15.168.45,41718,''
45.15.168.45,61506,''
45.15.168.45,50992,''
45.15.168.45,41723,''
45.15.168.45,41724,''
45.15.168.45,26404,''
45.15.168.45,10954,''
45.15.168.45,26407,''
45.15.168.45,41733,''
45.15.168.45,51002,''
45.15.168.45,51004,''
45.15.168.45,33242,''
45.15.168.45,33245,''
45.15.168.45,61533,''
45.15.168.45,33246,''
45.15.168.45,26411,''
45.15.168.45,51011,''
45.15.168.45,20777,''
45.15.168.45,33249,''
45.15.168.45,41745,''
45.15.168.45,61541,''
45.15.168.45,51017,''
45.15.168.45,26420,''
45.15.168.45,41748,''
45.15.168.45,26421,''
45.15.168.45,26423,''
45.15.168.45,41749,''
45.15.168.45,51026,''
45.15.168.45,41750,''
45.15.168.45,33256,''
45.15.168.45,61558,''
45.15.168.45,41757,''
45.15.168.45,33262,''
45.15.168.45,33266,''
45.15.168.45,33264,''
45.15.168.45,61564,''
45.15.168.45,33269,''
45.15.168.45,26436,''
45.15.168.45,41768,''
45.15.168.45,26439,''
45.15.168.45,33278,''
45.15.168.45,33277,''
45.15.168.45,33283,''
45.15.168.45,26448,''
45.15.168.45,10965,''
45.15.168.45,33289,''
45.15.168.45,33293,''
45.15.168.45,33292,''
45.15.168.45,51070,''
45.15.168.45,51075,''
45.15.168.45,16724,''
45.15.168.45,41788,''
45.15.168.45,33295,''
45.15.168.45,13466,''
45.15.168.45,10971,''
45.15.168.45,26460,''
45.15.168.45,20805,''
45.15.168.45,51089,''
45.15.168.45,51092,''
45.15.168.45,26465,''
45.15.168.45,41802,''
45.15.168.45,26467,''
45.15.168.45,26469,''
45.15.168.45,33312,''
45.15.168.45,20811,''
45.15.168.45,51103,''
45.15.168.45,61595,''
45.15.168.45,10973,''
45.15.168.45,61597,''
45.15.168.45,41807,''
45.15.168.45,51104,''
45.15.168.45,33313,''
45.15.168.45,33315,''
45.15.168.45,51106,''
45.15.168.45,26473,''
45.15.168.45,51108,''
45.15.168.45,16731,''
45.15.168.45,41812,''
45.15.168.45,51112,''
45.15.168.45,41817,''
45.15.168.45,33323,''
45.15.168.45,33322,''
45.15.168.45,26478,''
45.15.168.45,41825,''
45.15.168.45,51123,''
45.15.168.45,26481,''
45.15.168.45,61624,''
45.15.168.45,51126,''
45.15.168.45,16738,''
45.15.168.45,51130,''
45.15.168.45,41837,''
45.15.168.45,61632,''
45.15.168.45,61635,''
45.15.168.45,51137,''
45.15.168.45,26491,''
45.15.168.45,51136,''
45.15.168.45,20825,''
45.15.168.45,61644,''
45.15.168.45,26494,''
45.15.168.45,41847,''
45.15.168.45,61647,''
45.15.168.45,41849,''
45.15.168.45,26496,''
45.15.168.45,41853,''
45.15.168.45,51151,''
45.15.168.45,41857,''
45.15.168.45,51155,''
45.15.168.45,26502,''
45.15.168.45,51156,''
45.15.168.45,41861,''
45.15.168.45,16753,''
45.15.168.45,33360,''
45.15.168.45,16754,''
45.15.168.45,61670,''
45.15.168.45,41874,''
45.15.168.45,51175,''
45.15.168.45,26514,''
45.15.168.45,41876,''
45.15.168.45,33375,''
45.15.168.45,51181,''
45.15.168.45,51182,''
45.15.168.45,51186,''
45.15.168.45,51191,''
45.15.168.45,51194,''
45.15.168.45,33380,''
45.15.168.45,41885,''
45.15.168.45,26521,''
45.15.168.45,51197,''
45.15.168.45,10989,''
45.15.168.45,33386,''
45.15.168.45,41890,''
45.15.168.45,51205,''
45.15.168.45,13496,''
45.15.168.45,41896,''
45.15.168.45,51208,''
45.15.168.45,61716,''
45.15.168.45,20861,''
45.15.168.45,33390,''
45.15.168.45,41903,''
45.15.168.45,20863,''
45.15.168.45,61721,''
45.15.168.45,61725,''
45.15.168.45,33392,''
45.15.168.45,41908,''
45.15.168.45,20866,''
45.15.168.45,20864,''
45.15.168.45,51222,''
45.15.168.45,61731,''
45.15.168.45,33398,''
45.15.168.45,33399,''
45.15.168.45,51229,''
45.15.168.45,51234,''
45.15.168.45,33405,''
45.15.168.45,33410,''
45.15.168.45,20876,''
45.15.168.45,61750,''
45.15.168.45,26556,''
45.15.168.45,26560,''
45.15.168.45,51244,''
45.15.168.45,33417,''
45.15.168.45,33420,''
45.15.168.45,61759,''
45.15.168.45,51256,''
45.15.168.45,33430,''
45.15.168.45,41920,''
45.15.168.45,33433,''
45.15.168.45,51265,''
45.15.168.45,16788,''
45.15.168.45,33438,''
45.15.168.45,41934,''
45.15.168.45,41936,''
45.15.168.45,51269,''
45.15.168.45,41938,''
45.15.168.45,26576,''
45.15.168.45,51273,''
45.15.168.45,61790,''
45.15.168.45,41942,''
45.15.168.45,26580,''
45.15.168.45,61800,''
45.15.168.45,61801,''
45.15.168.45,41950,''
45.15.168.45,41956,''
45.15.168.45,41954,''
45.15.168.45,41961,''
45.15.168.45,61819,''
45.15.168.45,51299,''
45.15.168.45,41962,''
45.15.168.45,26595,''
45.15.168.45,41965,''
45.15.168.45,51304,''
45.15.168.45,16801,''
45.15.168.45,33462,''
45.15.168.45,61825,''
45.15.168.45,26598,''
45.15.168.45,51306,''
45.15.168.45,51308,''
45.15.168.45,41968,''
45.15.168.45,33464,''
45.15.168.45,26600,''
45.15.168.45,9024,''
45.15.168.45,26602,''
45.15.168.45,33468,''
45.15.168.45,20914,''
45.15.168.45,41974,''
45.15.168.45,26604,''
45.15.168.45,33473,''
45.15.168.45,26606,''
45.15.168.45,20918,''
45.15.168.45,41981,''
45.15.168.45,41982,''
45.15.168.45,61846,''
45.15.168.45,13532,''
45.15.168.45,61851,''
45.15.168.45,41989,''
45.15.168.45,61853,''
45.15.168.45,41990,''
45.15.168.45,20922,''
45.15.168.45,26614,''
45.15.168.45,41992,''
45.15.168.45,51332,''
45.15.168.45,33484,''
45.15.168.45,33486,''
45.15.168.45,61861,''
45.15.168.45,51339,''
45.15.168.45,26619,''
45.15.168.45,61869,''
45.15.168.45,51344,''
45.15.168.45,33495,''
45.15.168.45,61875,''
45.15.168.45,51354,''
45.15.168.45,42011,''
45.15.168.45,11027,''
45.15.168.45,51362,''
45.15.168.45,42015,''
45.15.168.45,20931,''
45.15.168.45,33504,''
45.15.168.45,51365,''
45.15.168.45,61894,''
45.15.168.45,61888,''
45.15.168.45,16822,''
45.15.168.45,26637,''
45.15.168.45,26638,''
45.15.168.45,61900,''
45.15.168.45,42027,''
45.15.168.45,33514,''
45.15.168.45,61902,''
45.15.168.45,33516,''
45.15.168.45,51378,''
45.15.168.45,16824,''
45.15.168.45,33521,''
45.15.168.45,51393,''
45.15.168.45,26653,''
45.15.168.45,61924,''
45.15.168.45,20947,''
45.15.168.45,51398,''
45.15.168.45,51399,''
45.15.168.45,51402,''
45.15.168.45,20953,''
45.15.168.45,42060,''
45.15.168.45,61937,''
45.15.168.45,51406,''
45.15.168.45,61938,''
45.15.168.45,42066,''
45.15.168.45,51407,''
45.15.168.45,42069,''
45.15.168.45,51410,''
45.15.168.45,42070,''
45.15.168.45,51413,''
45.15.168.45,26668,''
45.15.168.45,42075,''
45.15.168.45,42076,''
45.15.168.45,42077,''
45.15.168.45,51426,''
45.15.168.45,51425,''
45.15.168.45,26674,''
45.15.168.45,33553,''
45.15.168.45,13555,''
45.15.168.45,61962,''
45.15.168.45,26678,''
45.15.168.45,16842,''
45.15.168.45,61966,''
45.15.168.45,42092,''
45.15.168.45,42095,''
45.15.168.45,33561,''
45.15.168.45,26684,''
45.15.168.45,42102,''
45.15.168.45,20974,''
45.15.168.45,33572,''
45.15.168.45,42110,''
45.15.168.45,42111,''
45.15.168.45,51453,''
45.15.168.45,33575,''
45.15.168.45,42115,''
45.15.168.45,42116,''
45.15.168.45,16856,''
45.15.168.45,42120,''
45.15.168.45,26696,''
45.15.168.45,11044,''
45.15.168.45,26699,''
45.15.168.45,51469,''
45.15.168.45,33583,''
45.15.168.45,33586,''
45.15.168.45,42129,''
45.15.168.45,42133,''
45.15.168.45,16862,''
45.15.168.45,11048,''
45.15.168.45,11049,''
45.15.168.45,51478,''
45.15.168.45,26708,''
45.15.168.45,26710,''
45.15.168.45,42141,''
45.15.168.45,20989,''
45.15.168.45,51485,''
45.15.168.45,33598,''
45.15.168.45,51488,''
45.15.168.45,20991,''
45.15.168.45,42146,''
45.15.168.45,26715,''
45.15.168.45,42147,''
45.15.168.45,62015,''
45.15.168.45,33601,''
45.15.168.45,42153,''
45.15.168.45,62025,''
45.15.168.45,33612,''
45.15.168.45,33613,''
45.15.168.45,51506,''
45.15.168.45,13580,''
45.15.168.45,51507,''
45.15.168.45,33614,''
45.15.168.45,20997,''
45.15.168.45,26723,''
45.15.168.45,33618,''
45.15.168.45,42164,''
45.15.168.45,62040,''
45.15.168.45,51518,''
45.15.168.45,42165,''
45.15.168.45,33626,''
45.15.168.45,51524,''
45.15.168.45,33625,''
45.15.168.45,51527,''
45.15.168.45,21006,''
45.15.168.45,33632,''
45.15.168.45,21008,''
45.15.168.45,26736,''
45.15.168.45,62057,''
45.15.168.45,42181,''
45.15.168.45,42184,''
45.15.168.45,51535,''
45.15.168.45,42186,''
45.15.168.45,26740,''
45.15.168.45,51538,''
45.15.168.45,51540,''
45.15.168.45,26742,''
45.15.168.45,42190,''
45.15.168.45,62069,''
45.15.168.45,51544,''
45.15.168.45,21018,''
45.15.168.45,42195,''
