ip,port,server
45.15.168.45,8097,''
45.15.168.45,8099,''
45.15.168.45,8101,''
45.15.168.45,6650,''
45.15.168.45,5508,''
45.15.168.45,8102,''
45.15.168.45,6651,''
45.15.168.45,9867,''
45.15.168.45,6653,''
45.15.168.45,8104,''
45.15.168.45,5512,''
45.15.168.45,3260,''
45.15.168.45,8110,''
45.15.168.45,12094,''
45.15.168.45,4605,''
45.15.168.45,6665,''
45.15.168.45,9894,''
45.15.168.45,9897,''
45.15.168.45,6670,''
45.15.168.45,3872,''
45.15.168.45,8131,''
45.15.168.45,9906,''
45.15.168.45,3873,''
45.15.168.45,4614,''
45.15.168.45,5531,''
45.15.168.45,3875,''
45.15.168.45,3877,''
45.15.168.45,8142,''
45.15.168.45,3271,''
45.15.168.45,8147,''
45.15.168.45,8149,''
45.15.168.45,3881,''
45.15.168.45,4622,''
45.15.168.45,5541,''
45.15.168.45,4623,''
45.15.168.45,4624,''
45.15.168.45,9941,''
45.15.168.45,8157,''
45.15.168.45,8159,''
45.15.168.45,5546,''
45.15.168.45,8154,''
45.15.168.45,2749,''
45.15.168.45,8162,''
45.15.168.45,9949,''
45.15.168.45,6702,''
45.15.168.45,8167,''
45.15.168.45,6705,''
45.15.168.45,5551,''
45.15.168.45,5553,''
45.15.168.45,5556,''
45.15.168.45,8172,''
45.15.168.45,6712,''
45.15.168.45,6713,''
45.15.168.45,9963,''
45.15.168.45,8176,''
45.15.168.45,9970,''
45.15.168.45,6717,''
45.15.168.45,5563,''
45.15.168.45,9977,''
45.15.168.45,8183,''
45.15.168.45,6720,''
45.15.168.45,5565,''
45.15.168.45,9983,''
45.15.168.45,8188,''
45.15.168.45,5570,''
45.15.168.45,9987,''
45.15.168.45,3291,''
45.15.168.45,6726,''
45.15.168.45,9989,''
45.15.168.45,6729,''
45.15.168.45,4644,''
45.15.168.45,6730,''
45.15.168.45,6723,''
45.15.168.45,5577,''
45.15.168.45,5576,''
45.15.168.45,6731,''
45.15.168.45,3294,''
45.15.168.45,5579,''
45.15.168.45,3906,''
45.15.168.45,8198,''
45.15.168.45,6740,''
45.15.168.45,10007,''
45.15.168.45,8203,''
45.15.168.45,5585,''
45.15.168.45,10009,''
45.15.168.45,3900,''
45.15.168.45,6746,''
45.15.168.45,5588,''
45.15.168.45,8214,''
45.15.168.45,2353,''
45.15.168.45,10027,''
45.15.168.45,5594,''
45.15.168.45,6753,''
45.15.168.45,8229,''
45.15.168.45,10037,''
45.15.168.45,10044,''
45.15.168.45,6768,''
45.15.168.45,3924,''
45.15.168.45,6772,''
45.15.168.45,6773,''
45.15.168.45,3929,''
45.15.168.45,8249,''
45.15.168.45,10063,''
45.15.168.45,2365,''
45.15.168.45,6779,''
45.15.168.45,4676,''
45.15.168.45,6780,''
45.15.168.45,6781,''
45.15.168.45,4681,''
45.15.168.45,4682,''
45.15.168.45,6786,''
45.15.168.45,10086,''
45.15.168.45,4685,''
45.15.168.45,6788,''
45.15.168.45,3944,''
45.15.168.45,6792,''
45.15.168.45,6791,''
45.15.168.45,2014,''
45.15.168.45,8273,''
45.15.168.45,3945,''
45.15.168.45,5614,''
45.15.168.45,8282,''
45.15.168.45,10103,''
45.15.168.45,6801,''
45.15.168.45,6803,''
45.15.168.45,8290,''
45.15.168.45,5620,''
45.15.168.45,6804,''
45.15.168.45,4693,''
45.15.168.45,5622,''
45.15.168.45,5623,''
45.15.168.45,5625,''
45.15.168.45,3956,''
45.15.168.45,8298,''
45.15.168.45,8299,''
45.15.168.45,10124,''
45.15.168.45,8304,''
45.15.168.45,10131,''
45.15.168.45,8310,''
45.15.168.45,5633,''
45.15.168.45,5632,''
45.15.168.45,3962,''
45.15.168.45,10137,''
45.15.168.45,3341,''
45.15.168.45,8317,''
45.15.168.45,8320,''
45.15.168.45,8321,''
45.15.168.45,5637,''
45.15.168.45,4709,''
45.15.168.45,10154,''
45.15.168.45,10155,''
45.15.168.45,4712,''
45.15.168.45,6838,''
45.15.168.45,8330,''
45.15.168.45,8332,''
45.15.168.45,3346,''
45.15.168.45,5644,''
45.15.168.45,10167,''
45.15.168.45,8338,''
45.15.168.45,6846,''
45.15.168.45,10172,''
45.15.168.45,6850,''
45.15.168.45,10173,''
45.15.168.45,8346,''
45.15.168.45,8344,''
45.15.168.45,4720,''
45.15.168.45,8348,''
45.15.168.45,10179,''
45.15.168.45,10187,''
45.15.168.45,10191,''
45.15.168.45,6863,''
45.15.168.45,5664,''
45.15.168.45,8358,''
45.15.168.45,8362,''
45.15.168.45,6869,''
45.15.168.45,5671,''
45.15.168.45,10206,''
45.15.168.45,10208,''
45.15.168.45,6874,''
45.15.168.45,10213,''
45.15.168.45,8373,''
45.15.168.45,10218,''
45.15.168.45,10220,''
45.15.168.45,6876,''
45.15.168.45,4741,''
45.15.168.45,6884,''
45.15.168.45,10231,''
45.15.168.45,5685,''
45.15.168.45,6888,''
45.15.168.45,10235,''
45.15.168.45,10238,''
45.15.168.45,4745,''
45.15.168.45,6891,''
45.15.168.45,5691,''
45.15.168.45,5690,''
45.15.168.45,8390,''
45.15.168.45,10247,''
45.15.168.45,3996,''
45.15.168.45,6896,''
45.15.168.45,8396,''
45.15.168.45,3998,''
45.15.168.45,10254,''
45.15.168.45,4752,''
45.15.168.45,6899,''
45.15.168.45,3368,''
45.15.168.45,10264,''
45.15.168.45,2406,''
45.15.168.45,6907,''
45.15.168.45,10268,''
45.15.168.45,6908,''
45.15.168.45,8413,''

45.15.168.45,6912,''
45.15.168.45,4760,''
45.15.168.45,5708,''
45.15.168.45,10279,''
45.15.168.45,8418,''
45.15.168.45,8419,''
45.15.168.45,6918,''
45.15.168.45,10284,''
45.15.168.45,8420,''
45.15.168.45,8422,''
45.15.168.45,2045,''
45.15.168.45,8426,''
45.15.168.45,4766,''
45.15.168.45,6928,''
45.15.168.45,4768,''
45.15.168.45,8431,''
45.15.168.45,8432,''
45.15.168.45,6933,''
45.15.168.45,6932,''
45.15.168.45,4015,''
45.15.168.45,10306,''
45.15.168.45,4772,''
45.15.168.45,12605,''
45.15.168.45,4018,''
45.15.168.45,10316,''
45.15.168.45,4020,''
45.15.168.45,8449,''
45.15.168.45,8450,''
45.15.168.45,2051,''
45.15.168.45,5737,''
45.15.168.45,12618,''
45.15.168.45,4781,''
45.15.168.45,1499,''
45.15.168.45,5744,''
45.15.168.45,6953,''
45.15.168.45,4786,''
45.15.168.45,10338,''
45.15.168.45,8469,''
45.15.168.45,12649,''
45.15.168.45,6952,''
45.15.168.45,8471,''
45.15.168.45,6960,''
45.15.168.45,6961,''
45.15.168.45,6962,''
45.15.168.45,8475,''
45.15.168.45,8477,''
45.15.168.45,10353,''
45.15.168.45,4032,''
45.15.168.45,6966,''
45.15.168.45,10356,''
45.15.168.45,4798,''
45.15.168.45,5767,''
45.15.168.45,10380,''
45.15.168.45,5768,''
45.15.168.45,6980,''
45.15.168.45,3403,''
45.15.168.45,2426,''
45.15.168.45,6982,''
45.15.168.45,4043,''
45.15.168.45,5773,''
45.15.168.45,4044,''
45.15.168.45,8505,''
45.15.168.45,6986,''
45.15.168.45,8506,''
45.15.168.45,5775,''
45.15.168.45,4046,''
45.15.168.45,8511,''
45.15.168.45,4814,''
45.15.168.45,5779,''
45.15.168.45,6993,''
45.15.168.45,8516,''
45.15.168.45,4049,''
45.15.168.45,8518,''
45.15.168.45,5784,''
45.15.168.45,8520,''
45.15.168.45,8522,''
45.15.168.45,7002,''
45.15.168.45,10413,''
45.15.168.45,7007,''
45.15.168.45,7009,''
45.15.168.45,10418,''
45.15.168.45,5789,''
45.15.168.45,8532,''
45.15.168.45,8531,''
45.15.168.45,5792,''
45.15.168.45,5793,''
45.15.168.45,8534,''
45.15.168.45,7014,''
45.15.168.45,7015,''
45.15.168.45,10429,''
45.15.168.45,5798,''
45.15.168.45,5797,''
45.15.168.45,10432,''
45.15.168.45,7018,''
45.15.168.45,8541,''
45.15.168.45,7019,''
45.15.168.45,5801,''
45.15.168.45,4059,''
45.15.168.45,8545,''
45.15.168.45,5805,''
45.15.168.45,10446,''
45.15.168.45,4834,''
45.15.168.45,7025,''
45.15.168.45,4063,''
45.15.168.45,8553,''
45.15.168.45,8557,''
45.15.168.45,10457,''
45.15.168.45,8561,''
45.15.168.45,7034,''
45.15.168.45,4840,''
45.15.168.45,5813,''
45.15.168.45,3428,''
45.15.168.45,8564,''
45.15.168.45,10465,''
45.15.168.45,5815,''
45.15.168.45,8568,''
45.15.168.45,10474,''
45.15.168.45,10475,''
45.15.168.45,7045,''
45.15.168.45,8575,''
45.15.168.45,5820,''
45.15.168.45,4850,''
45.15.168.45,10484,''
45.15.168.45,10485,''
45.15.168.45,10487,''
45.15.168.45,7052,''
45.15.168.45,10492,''
45.15.168.45,10493,''
45.15.168.45,4854,''
45.15.168.45,7056,''
45.15.168.45,8586,''
45.15.168.45,5827,''
45.15.168.45,4859,''
45.15.168.45,10503,''
45.15.168.45,7061,''
45.15.168.45,5830,''
45.15.168.45,12855,''
45.15.168.45,8597,''
45.15.168.45,7065,''
45.15.168.45,4088,''
45.15.168.45,5835,''
45.15.168.45,3441,''
45.15.168.45,8603,''
45.15.168.45,4866,''
45.15.168.45,8604,''
45.15.168.45,5837,''
45.15.168.45,4868,''
45.15.168.45,8607,''
45.15.168.45,7073,''
45.15.168.45,8609,''
45.15.168.45,4091,''
45.15.168.45,2082,''
45.15.168.45,5844,''
45.15.168.45,8616,''
45.15.168.45,4874,''
45.15.168.45,7079,''
45.15.168.45,5846,''
45.15.168.45,7080,''
45.15.168.45,8620,''
45.15.168.45,8622,''
45.15.168.45,7082,''
45.15.168.45,10541,''
45.15.168.45,5851,''
45.15.168.45,5853,''
45.15.168.45,7089,''
45.15.168.45,8634,''
45.15.168.45,8633,''
45.15.168.45,7090,''
45.15.168.45,5859,''
45.15.168.45,12927,''
45.15.168.45,5861,''
45.15.168.45,4103,''
45.15.168.45,7100,''
45.15.168.45,7104,''
45.15.168.45,4891,''
45.15.168.45,5867,''
45.15.168.45,8652,''
45.15.168.45,5868,''
45.15.168.45,4893,''
45.15.168.45,10577,''
45.15.168.45,8656,''
45.15.168.45,5869,''
45.15.168.45,7110,''
45.15.168.45,10587,''
45.15.168.45,7117,''
45.15.168.45,8663,''
45.15.168.45,10589,''
45.15.168.45,2465,''
45.15.168.45,7121,''
45.15.168.45,8666,''
45.15.168.45,10593,''
45.15.168.45,7123,''
45.15.168.45,8669,''
45.15.168.45,4901,''
45.15.168.45,7124,''
45.15.168.45,8677,''
45.15.168.45,5888,''
45.15.168.45,7131,''
45.15.168.45,4117,''
45.15.168.45,8684,''
45.15.168.45,5891,''
45.15.168.45,8685,''
45.15.168.45,4910,''
45.15.168.45,5892,''
45.15.168.45,8688,''
45.15.168.45,3474,''
45.15.168.45,7142,''
45.15.168.45,7144,''
45.15.168.45,4914,''
45.15.168.45,8696,''
45.15.168.45,7145,''
45.15.168.45,5896,''
45.15.168.45,4916,''
45.15.168.45,7149,''
45.15.168.45,4112,''
45.15.168.45,8706,''

45.15.168.45,7151,''
45.15.168.45,10621,''
45.15.168.45,5900,''
45.15.168.45,7154,''
45.15.168.45,10624,''
45.15.168.45,4920,''
45.15.168.45,3479,''
45.15.168.45,8710,''
45.15.168.45,10626,''
45.15.168.45,4923,''
45.15.168.45,5908,''
45.15.168.45,10613,''
45.15.168.45,10630,''
45.15.168.45,7164,''
45.15.168.45,4925,''
45.15.168.45,4130,''
45.15.168.45,8720,''
45.15.168.45,10638,''
45.15.168.45,4928,''
45.15.168.45,8723,''
45.15.168.45,5914,''
45.15.168.45,7170,''
45.15.168.45,4133,''
45.15.168.45,8727,''
45.15.168.45,7173,''
45.15.168.45,5918,''
45.15.168.45,5920,''
45.15.168.45,4935,''
45.15.168.45,7179,''
45.15.168.45,13081,''
45.15.168.45,8737,''
45.15.168.45,7181,''
45.15.168.45,5924,''
45.15.168.45,7183,''
45.15.168.45,3490,''
45.15.168.45,7185,''
45.15.168.45,7186,''
45.15.168.45,7192,''
45.15.168.45,2934,''
45.15.168.45,10682,''
45.15.168.45,5933,''
45.15.168.45,5936,''
45.15.168.45,7198,''
45.15.168.45,8762,''
45.15.168.45,8764,''
45.15.168.45,10698,''
45.15.168.45,7202,''
45.15.168.45,10700,''
45.15.168.45,7203,''
45.15.168.45,8773,''
45.15.168.45,7207,''
45.15.168.45,5943,''
45.15.168.45,5942,''
45.15.168.45,8776,''
45.15.168.45,10712,''
45.15.168.45,8780,''
45.15.168.45,4957,''
45.15.168.45,10716,''
45.15.168.45,7216,''
45.15.168.45,8783,''
45.15.168.45,3505,''
45.15.168.45,5952,''
45.15.168.45,8787,''
45.15.168.45,8788,''
45.15.168.45,7219,''
45.15.168.45,4157,''
45.15.168.45,5956,''
45.15.168.45,5958,''
45.15.168.45,8791,''
45.15.168.45,8792,''
45.15.168.45,10731,''
45.15.168.45,5960,''
45.15.168.45,7223,''
45.15.168.45,5961,''
45.15.168.45,7225,''
45.15.168.45,8797,''
45.15.168.45,7226,''
45.15.168.45,5963,''
45.15.168.45,8799,''
45.15.168.45,3511,''
45.15.168.45,3510,''
45.15.168.45,5965,''
45.15.168.45,5967,''
45.15.168.45,5968,''
45.15.168.45,7232,''
45.15.168.45,5969,''
45.15.168.45,8809,''
45.15.168.45,8811,''
45.15.168.45,4975,''
45.15.168.45,8812,''
45.15.168.45,7241,''
45.15.168.45,4977,''
45.15.168.45,2502,''
45.15.168.45,7243,''
45.15.168.45,5973,''
45.15.168.45,13204,''
45.15.168.45,13209,''
45.15.168.45,8825,''
45.15.168.45,8827,''
45.15.168.45,2956,''
45.15.168.45,8829,''
45.15.168.45,7253,''
45.15.168.45,7254,''
45.15.168.45,5979,''
45.15.168.45,7255,''
45.15.168.45,7256,''
45.15.168.45,4986,''
45.15.168.45,8833,''
45.15.168.45,8837,''
45.15.168.45,7263,''
45.15.168.45,8845,''
45.15.168.45,4181,''
45.15.168.45,4991,''
45.15.168.45,7271,''
45.15.168.45,7269,''
45.15.168.45,5990,''
45.15.168.45,8849,''
45.15.168.45,3525,''
45.15.168.45,8853,''
45.15.168.45,10806,''
45.15.168.45,5992,''
45.15.168.45,7277,''
45.15.168.45,3528,''
45.15.168.45,10810,''
45.15.168.45,8860,''
45.15.168.45,8861,''
45.15.168.45,5995,''
45.15.168.45,7283,''
45.15.168.45,13272,''
45.15.168.45,5004,''
45.15.168.45,7288,''
45.15.168.45,8871,''
45.15.168.45,7291,''
45.15.168.45,8874,''
45.15.168.45,6006,''
45.15.168.45,8875,''
45.15.168.45,5008,''
45.15.168.45,7296,''
45.15.168.45,4196,''
45.15.168.45,7298,''
45.15.168.45,7299,''
45.15.168.45,7300,''
45.15.168.45,6020,''
45.15.168.45,10856,''
45.15.168.45,8900,''
45.15.168.45,7314,''
45.15.168.45,3543,''
45.15.168.45,7317,''
45.15.168.45,6025,''
45.15.168.45,5023,''
45.15.168.45,8906,''
45.15.168.45,6028,''
45.15.168.45,7323,''
45.15.168.45,5028,''
45.15.168.45,7328,''
45.15.168.45,7330,''
45.15.168.45,6038,''
45.15.168.45,7331,''
45.15.168.45,6039,''
45.15.168.45,8925,''
45.15.168.45,2985,''
45.15.168.45,6040,''
45.15.168.45,8930,''
45.15.168.45,7336,''
45.15.168.45,4218,''
45.15.168.45,6046,''
45.15.168.45,8940,''
45.15.168.45,6047,''
45.15.168.45,10922,''
45.15.168.45,6051,''
45.15.168.45,7345,''
45.15.168.45,5036,''
45.15.168.45,10927,''
45.15.168.45,6055,''
45.15.168.45,8956,''
45.15.168.45,7353,''
45.15.168.45,5049,''
45.15.168.45,4231,''
45.15.168.45,7361,''
45.15.168.45,7362,''
45.15.168.45,6067,''
45.15.168.45,4235,''
45.15.168.45,6071,''
45.15.168.45,7367,''
45.15.168.45,8973,''
45.15.168.45,8974,''
45.15.168.45,8975,''
45.15.168.45,3564,''
45.15.168.45,7371,''
45.15.168.45,8977,''
45.15.168.45,10959,''
45.15.168.45,3565,''
45.15.168.45,8978,''
45.15.168.45,5059,''
45.15.168.45,8980,''
45.15.168.45,6076,''
45.15.168.45,8982,''
45.15.168.45,13459,''
45.15.168.45,10964,''
45.15.168.45,5061,''
45.15.168.45,5062,''
45.15.168.45,6080,''
45.15.168.45,8990,''
45.15.168.45,7381,''
45.15.168.45,5065,''
45.15.168.45,6083,''
45.15.168.45,8997,''
45.15.168.45,7386,''
45.15.168.45,8999,''
45.15.168.45,5069,''
45.15.168.45,9001,''
45.15.168.45,10985,''
45.15.168.45,6090,''
45.15.168.45,7394,''
45.15.168.45,13497,''
45.15.168.45,9008,''
45.15.168.45,10993,''
45.15.168.45,7399,''
45.15.168.45,7398,''
45.15.168.45,6095,''
45.15.168.45,7405,''
45.15.168.45,6098,''
45.15.168.45,5078,''
45.15.168.45,3580,''
45.15.168.45,6101,''
45.15.168.45,6103,''
45.15.168.45,9021,''
45.15.168.45,7412,''
45.15.168.45,7413,''
45.15.168.45,7414,''
45.15.168.45,11018,''
45.15.168.45,4258,''
45.15.168.45,11026,''
45.15.168.45,9029,''
45.15.168.45,9031,''
45.15.168.45,7420,''
45.15.168.45,7421,''
45.15.168.45,6113,''
45.15.168.45,5088,''
45.15.168.45,5089,''
45.15.168.45,9040,''
45.15.168.45,7424,''
45.15.168.45,11036,''
45.15.168.45,5091,''
45.15.168.45,3588,''
45.15.168.45,7425,''
45.15.168.45,7427,''
45.15.168.45,9045,''
45.15.168.45,11043,''
45.15.168.45,5094,''
45.15.168.45,9043,''
45.15.168.45,6120,''
45.15.168.45,6122,''
45.15.168.45,11051,''
45.15.168.45,5096,''
45.15.168.45,13586,''
45.15.168.45,2551,''
45.15.168.45,9066,''
45.15.168.45,11064,''
45.15.168.45,4271,''
45.15.168.45,9067,''
45.15.168.45,7443,''
45.15.168.45,6131,''
45.15.168.45,1346,''
45.15.168.45,5108,''
45.15.168.45,9074,''
45.15.168.45,6133,''
45.15.168.45,7449,''
45.15.168.45,7450,''
45.15.168.45,7451,''
45.15.168.45,9079,''
45.15.168.45,7452,''
45.15.168.45,3602,''
45.15.168.45,5112,''
45.15.168.45,11082,''
45.15.168.45,6138,''
45.15.168.45,6139,''
45.15.168.45,6140,''
45.15.168.45,7455,''
45.15.168.45,7462,''
45.15.168.45,5119,''
45.15.168.45,9093,''
45.15.168.45,11096,''
45.15.168.45,9101,''
45.15.168.45,6150,''
45.15.168.45,9108,''
45.15.168.45,3609,''
45.15.168.45,7476,''
45.15.168.45,7470,''
45.15.168.45,7478,''
45.15.168.45,11116,''
45.15.168.45,9115,''
45.15.168.45,9117,''
45.15.168.45,3612,''
45.15.168.45,4293,''
45.15.168.45,9126,''
45.15.168.45,9128,''
45.15.168.45,9130,''
45.15.168.45,9133,''
45.15.168.45,5135,''
45.15.168.45,9136,''
45.15.168.45,7496,''
45.15.168.45,6174,''
45.15.168.45,9143,''
45.15.168.45,9145,''
45.15.168.45,9146,''
45.15.168.45,7500,''
45.15.168.45,11154,''
45.15.168.45,6177,''
45.15.168.45,9150,''
45.15.168.45,6179,''
45.15.168.45,7503,''
45.15.168.45,6181,''
45.15.168.45,7505,''
45.15.168.45,2177,''
45.15.168.45,6185,''
45.15.168.45,7511,''
45.15.168.45,9160,''
45.15.168.45,9159,''
45.15.168.45,7515,''
45.15.168.45,4310,''
45.15.168.45,5153,''
45.15.168.45,7519,''
45.15.168.45,9166,''
45.15.168.45,9168,''
45.15.168.45,3625,''
45.15.168.45,9170,''
45.15.168.45,3624,''
45.15.168.45,6196,''
45.15.168.45,6197,''
45.15.168.45,9175,''
45.15.168.45,5158,''
45.15.168.45,6201,''
45.15.168.45,7530,''
45.15.168.45,7532,''
45.15.168.45,4317,''
45.15.168.45,6204,''
45.15.168.45,11203,''
45.15.168.45,9190,''
45.15.168.45,7539,''
45.15.168.45,9191,''
45.15.168.45,7541,''
45.15.168.45,11212,''
45.15.168.45,7542,''
45.15.168.45,9194,''
45.15.168.45,9195,''
45.15.168.45,13789,''
45.15.168.45,11217,''
45.15.168.45,3637,''
45.15.168.45,7547,''
45.15.168.45,11218,''
45.15.168.45,13797,''
45.15.168.45,5169,''
45.15.168.45,11222,''
45.15.168.45,6216,''
45.15.168.45,5174,''
45.15.168.45,7559,''
45.15.168.45,4327,''
45.15.168.45,11237,''
45.15.168.45,3063,''
45.15.168.45,6224,''
45.15.168.45,7562,''
45.15.168.45,9215,''
45.15.168.45,7565,''
45.15.168.45,7566,''
45.15.168.45,7569,''
45.15.168.45,9221,''
45.15.168.45,11253,''
45.15.168.45,7571,''
45.15.168.45,5180,''
45.15.168.45,5181,''
45.15.168.45,13842,''
45.15.168.45,9227,''
45.15.168.45,7575,''
45.15.168.45,7577,''
45.15.168.45,13855,''
45.15.168.45,7579,''
45.15.168.45,11268,''
45.15.168.45,9234,''
45.15.168.45,6238,''
45.15.168.45,11272,''
45.15.168.45,11274,''
45.15.168.45,4338,''
45.15.168.45,5191,''
45.15.168.45,3071,''
45.15.168.45,6241,''
45.15.168.45,4339,''
45.15.168.45,6242,''
45.15.168.45,9241,''
45.15.168.45,6243,''
45.15.168.45,11282,''
45.15.168.45,7588,''

45.15.168.45,3075,''
45.15.168.45,13881,''
45.15.168.45,11288,''
45.15.168.45,6248,''
45.15.168.45,4343,''
45.15.168.45,11290,''
45.15.168.45,7594,''
45.15.168.45,6251,''
45.15.168.45,9253,''
45.15.168.45,7598,''
45.15.168.45,6254,''
45.15.168.45,6255,''
45.15.168.45,11297,''
45.15.168.45,9257,''
45.15.168.45,9258,''
45.15.168.45,11300,''
45.15.168.45,7602,''
45.15.168.45,6260,''
45.15.168.45,13914,''
45.15.168.45,5204,''
45.15.168.45,6263,''
45.15.168.45,4351,''
45.15.168.45,3081,''
45.15.168.45,13921,''
45.15.168.45,7610,''
45.15.168.45,5207,''
45.15.168.45,7612,''
45.15.168.45,6268,''
45.15.168.45,11321,''
45.15.168.45,6270,''
45.15.168.45,11323,''
45.15.168.45,11329,''
45.15.168.45,5213,''
45.15.168.45,9279,''
45.15.168.45,5216,''
45.15.168.45,7622,''
45.15.168.45,9282,''
45.15.168.45,7623,''
45.15.168.45,9285,''
45.15.168.45,5217,''
45.15.168.45,7626,''
45.15.168.45,11341,''
45.15.168.45,5220,''
45.15.168.45,11344,''
45.15.168.45,11345,''
45.15.168.45,13960,''
45.15.168.45,6283,''
45.15.168.45,9295,''
45.15.168.45,9300,''
45.15.168.45,17339,''
45.15.168.45,11356,''
45.15.168.45,4363,''
45.15.168.45,9305,''
45.15.168.45,7639,''
45.15.168.45,7640,''
45.15.168.45,6289,''
45.15.168.45,11361,''
45.15.168.45,7644,''
45.15.168.45,7645,''
45.15.168.45,6291,''
45.15.168.45,11367,''
45.15.168.45,7651,''
45.15.168.45,3095,''
45.15.168.45,6295,''
45.15.168.45,11373,''
45.15.168.45,6298,''
45.15.168.45,7656,''
45.15.168.45,7657,''
45.15.168.45,9324,''
45.15.168.45,9325,''
45.15.168.45,4371,''
45.15.168.45,3099,''
45.15.168.45,6300,''
45.15.168.45,5236,''
45.15.168.45,7662,''
45.15.168.45,5237,''
45.15.168.45,6302,''
45.15.168.45,7663,''
45.15.168.45,9333,''
45.15.168.45,6305,''
45.15.168.45,9334,''
45.15.168.45,3690,''
45.15.168.45,9343,''
45.15.168.45,9344,''
45.15.168.45,5245,''
45.15.168.45,6313,''
45.15.168.45,9348,''
45.15.168.45,7675,''
45.15.168.45,9349,''
45.15.168.45,11412,''
45.15.168.45,9350,''
45.15.168.45,9351,''
45.15.168.45,6317,''
45.15.168.45,11422,''
45.15.168.45,5250,''
45.15.168.45,6319,''
45.15.168.45,9356,''
45.15.168.45,7687,''
45.15.168.45,5252,''
45.15.168.45,9358,''
45.15.168.45,9359,''
45.15.168.45,9361,''
45.15.168.45,9360,''
45.15.168.45,9363,''
45.15.168.45,5253,''
45.15.168.45,9364,''
45.15.168.45,14067,''
45.15.168.45,6328,''
45.15.168.45,6331,''
45.15.168.45,6333,''
45.15.168.45,7698,''
45.15.168.45,5262,''
45.15.168.45,4389,''
45.15.168.45,7701,''
45.15.168.45,11458,''
45.15.168.45,9382,''
45.15.168.45,14100,''
45.15.168.45,9385,''
45.15.168.45,11464,''
45.15.168.45,4390,''
45.15.168.45,6346,''
45.15.168.45,9394,''
45.15.168.45,11473,''
45.15.168.45,9398,''
45.15.168.45,7727,''
45.15.168.45,9401,''
45.15.168.45,9402,''
45.15.168.45,5277,''
45.15.168.45,7728,''
45.15.168.45,9405,''
45.15.168.45,11488,''
45.15.168.45,6354,''
45.15.168.45,7729,''
45.15.168.45,7730,''
45.15.168.45,9407,''
45.15.168.45,4406,''
45.15.168.45,7733,''
45.15.168.45,9411,''
45.15.168.45,7734,''
45.15.168.45,11499,''
45.15.168.45,11500,''
45.15.168.45,7735,''
45.15.168.45,5282,''
45.15.168.45,9414,''
45.15.168.45,9415,''
45.15.168.45,9419,''
45.15.168.45,7741,''
45.15.168.45,6365,''
45.15.168.45,9424,''
45.15.168.45,5288,''
45.15.168.45,11515,''
45.15.168.45,9430,''
45.15.168.45,9434,''
45.15.168.45,6374,''
45.15.168.45,2632,''
45.15.168.45,6373,''
45.15.168.45,2240,''
45.15.168.45,6376,''
45.15.168.45,7758,''
45.15.168.45,7762,''
45.15.168.45,6380,''
45.15.168.45,9444,''
45.15.168.45,4423,''
45.15.168.45,7766,''
45.15.168.45,6382,''
45.15.168.45,11552,''
45.15.168.45,9451,''
45.15.168.45,11566,''
45.15.168.45,4427,''
45.15.168.45,9462,''
45.15.168.45,9463,''
45.15.168.45,4419,''
45.15.168.45,7779,''
45.15.168.45,9467,''
45.15.168.45,7780,''
45.15.168.45,7782,''
45.15.168.45,11581,''
45.15.168.45,5306,''
45.15.168.45,5307,''
45.15.168.45,6397,''
45.15.168.45,6400,''
45.15.168.45,5308,''
45.15.168.45,11592,''
45.15.168.45,4435,''
45.15.168.45,9481,''
45.15.168.45,3736,''
45.15.168.45,9483,''
45.15.168.45,14247,''
45.15.168.45,11603,''
45.15.168.45,7806,''
45.15.168.45,5320,''
45.15.168.45,11608,''
45.15.168.45,4441,''
45.15.168.45,7807,''
45.15.168.45,7810,''
45.15.168.45,7811,''
45.15.168.45,6409,''
45.15.168.45,7813,''
45.15.168.45,6413,''
45.15.168.45,5323,''
45.15.168.45,9500,''
45.15.168.45,9502,''
45.15.168.45,6415,''
45.15.168.45,7818,''
45.15.168.45,6416,''
45.15.168.45,11625,''
45.15.168.45,6417,''
45.15.168.45,7821,''
45.15.168.45,11631,''
45.15.168.45,11632,''
45.15.168.45,7825,''
45.15.168.45,11634,''
45.15.168.45,11638,''
45.15.168.45,4448,''
45.15.168.45,9514,''
45.15.168.45,6423,''
45.15.168.45,14299,''
45.15.168.45,6424,''
45.15.168.45,9515,''
45.15.168.45,9516,''
45.15.168.45,6425,''
45.15.168.45,5333,''
45.15.168.45,9517,''
45.15.168.45,9518,''
45.15.168.45,14312,''
45.15.168.45,9524,''
45.15.168.45,6430,''
45.15.168.45,7840,''
45.15.168.45,3154,''
45.15.168.45,9526,''
45.15.168.45,7841,''
45.15.168.45,5339,''
45.15.168.45,14330,''
45.15.168.45,2653,''
45.15.168.45,7846,''
45.15.168.45,9534,''
45.15.168.45,6437,''
45.15.168.45,11672,''
45.15.168.45,7851,''
45.15.168.45,6440,''
45.15.168.45,9539,''
45.15.168.45,7852,''
45.15.168.45,4466,''
45.15.168.45,7853,''
45.15.168.45,3757,''
45.15.168.45,11685,''
45.15.168.45,9551,''
45.15.168.45,7860,''
45.15.168.45,9553,''
45.15.168.45,6449,''
45.15.168.45,11693,''
45.15.168.45,11694,''
45.15.168.45,7865,''

45.15.168.45,7866,''
45.15.168.45,6452,''
45.15.168.45,7867,''
45.15.168.45,6453,''
